SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),10598 106th Ave,LARGO,FL,33773,495000,4,4.0,SEMINOLE PARK MANOR,900,11622,1957,14,550,,Active,,,http://www.redfin.com/FL/Largo/10598-106th-Ave-N-33773/home/48024340,Stellar MLS,U8123274,N,Y,27.8687745,-82.7855968
MLS Listing,,Multi-Family (2-4 Unit),1227 Jackson St N,ST PETERSBURG,FL,33705,499000,11,6.0,BARTLETTS ORANGE PARK,2053,8860,1925,21,243,,Active,,,http://www.redfin.com/FL/St-Petersburg/1227-Jackson-St-N-33705/home/48005632,Stellar MLS,U8122525,N,Y,27.784101,-82.648518
MLS Listing,,Multi-Family (2-4 Unit),719 20th Ave S,ST PETERSBURG,FL,33705,264975,,,GLENWOOD PARK,1854,6247,1957,28,143,,Active,,,http://www.redfin.com/FL/St-Petersburg/719-20th-Ave-S-33705/home/48178592,Stellar MLS,T3303841,N,Y,27.7505531,-82.6429846
MLS Listing,,Multi-Family (2-4 Unit),6605 48th Ave N,ST PETERSBURG,FL,33709,399900,6,2.0,AIRY ACRES 4,1728,6817,1958,34,231,,Active,,,http://www.redfin.com/FL/St-Petersburg/6605-48th-Ave-N-33709/home/47933272,Stellar MLS,U8120830,N,Y,27.815735,-82.729669
MLS Listing,,Multi-Family (5+ Unit),9001 DR Martin Luther King JR St N,ST PETERSBURG,FL,33702,699900,8,6.0,GEORGIAN TERRACE,4052,17420,1967,45,173,,Active,,,http://www.redfin.com/FL/St-Petersburg/9001-Dr-M-L-K-Jr-St-N-33702/home/146949778,Stellar MLS,U8119324,N,Y,27.855639,-82.649436
MLS Listing,,Multi-Family (2-4 Unit),2593 Langdon Ave S,ST PETERSBURG,FL,33712,315000,6,3.0,PRATHERS FIFTH ROYAL,1424,7144,1951,69,221,,Active,,,http://www.redfin.com/FL/St-Petersburg/2593-Langdon-Ave-S-33712/home/48136724,Stellar MLS,U8116965,N,Y,27.758247,-82.668889
MLS Listing,,Multi-Family (2-4 Unit),2151 Oakley Ave S,ST PETERSBURG,FL,33712,265000,5,2.0,TANGERINE CENTRAL,1596,3785,1925,72,166,,Active,,,http://www.redfin.com/FL/St-Petersburg/2151-Oakley-Ave-S-33712/home/48128552,Stellar MLS,T3296071,N,Y,27.7555375,-82.6619056
MLS Listing,,Multi-Family (2-4 Unit),2753 53rd Ave N,ST PETERSBURG,FL,33714,265000,2,2.0,GROVE PARK VISTA SUB,1255,3737,1950,72,211,,Active,,,http://www.redfin.com/FL/St-Petersburg/2753-53rd-Ave-N-33714/home/47891850,Stellar MLS,T3296075,N,Y,27.8206073,-82.6710227
MLS Listing,,Multi-Family (2-4 Unit),3718 138th Ave,LARGO,FL,33771,279000,4,2.0,CORAL HEIGHTS SUB,1508,5489,1945,84,185,,Active,,,http://www.redfin.com/FL/Largo/3718-138th-Ave-N-33771/home/47847509,Stellar MLS,U8114055,N,Y,27.8977995,-82.7487579
MLS Listing,,Multi-Family (2-4 Unit),4010 32nd St N,ST PETERSBURG,FL,33714,324900,4,2.0,MARINI & SALVATORE SUB,2012,9505,1973,184,161,,Active,,,http://www.redfin.com/FL/St-Petersburg/4010-32nd-St-N-33714/home/47892001,Stellar MLS,U8105789,N,Y,27.808801,-82.676758
MLS Listing,,Multi-Family (5+ Unit),379 47th Ave N #106,ST PETERSBURG,FL,33703,265000,3,3.0,PARKLANE CONDO,1665,180000,1973,323,159,228,Active,,,http://www.redfin.com/FL/St-Petersburg/379-47th-Ave-N-33703/unit-106/home/47936585,Stellar MLS,U8090215,N,Y,27.8153197,-82.6375589
For-Sale-by-Owner Listing,,Multi-Family (2-4 Unit),4247 11th Ave N,St. Petersburg,FL,33713,450000,4,2.0,Saint Petersburg,1708,12057,1950,14,263,,Active,,,http://www.redfin.com/FL/St-Petersburg/4247-11th-Ave-N-33713/home/48028228,Fizber.com,11438148,N,Y,27.78293,-82.6913532
PAST SALE,May-5-2021,Multi-Family (2-4 Unit),1550 32nd Ave N,ST PETERSBURG,FL,33704,295000,,,SUMMIT PARK,1280,6325,1952,22,230,,Sold,,,http://www.redfin.com/FL/St-Petersburg/1550-32nd-Ave-N-33704/home/47998093,Stellar MLS,U8117370,N,Y,27.8009737,-82.654635
PAST SALE,May-5-2021,Multi-Family (2-4 Unit),2828 54th St S,GULFPORT,FL,33707,399900,3,2.0,VETERAN CITY,1588,7200,1955,22,252,,Sold,,,http://www.redfin.com/FL/Gulfport/2828-54th-St-S-33707/home/48211226,Stellar MLS,U8120684,N,Y,27.7412169,-82.7062386
PAST SALE,,Multi-Family (5+ Unit),110 148th Ave,Madeira Beach,FL,33708,424900,,12.0,,2928,13125,1949,,145,,,,,http://www.redfin.com/FL/Madeira-Beach/110-148th-Ave-33708/home/47970060,,,N,Y,27.7995465,-82.7978825
PAST SALE,,Multi-Family (2-4 Unit),2120 1st St N,St. Petersburg,FL,33704,665000,,1.0,,1284,5506,1958,,518,,,,,http://www.redfin.com/FL/St-Petersburg/2120-1st-St-N-33704/home/48054169,,,N,Y,27.7919788,-82.6345814
PAST SALE,,Multi-Family (2-4 Unit),2271 Coral Way,Largo,FL,33771,235000,,2.0,,1587,5624,1973,,148,,,,,http://www.redfin.com/FL/Largo/2271-Coral-Way-33771/home/47879706,,,N,Y,27.8960144,-82.7496533
PAST SALE,March-12-2021,Multi-Family (2-4 Unit),209 Bahia Vista Dr,INDIAN ROCKS BEACH,FL,33785,559000,,,BAHIA VISTA SUB,1012,4622,1953,76,552,,Sold,,,http://www.redfin.com/FL/Indian-Rocks-Beach/209-Bahia-Vista-Dr-33785/home/47993604,Stellar MLS,U8111343,N,Y,27.8886918,-82.8482651
PAST SALE,,Multi-Family (2-4 Unit),4346 37th St N,St. Petersburg,FL,33714,178000,,1.0,,719,12955,1949,,248,,,,,http://www.redfin.com/FL/St-Petersburg/4346-37th-St-N-33714/home/47901317,,,N,Y,27.8118158,-82.683846
PAST SALE,,Multi-Family (2-4 Unit),939 21st Ave S,St. Petersburg,FL,33705,115000,,1.0,,728,6351,1925,,158,,,,,http://www.redfin.com/FL/St-Petersburg/939-21st-Ave-S-33705/home/48127001,,,N,Y,27.749618,-82.647407
PAST SALE,April-14-2021,Multi-Family (2-4 Unit),128 Beach Ave,REDINGTON SHORES,FL,33708,460000,2,2.0,HARBOR SHORES 2ND ADD,1185,3001,1964,43,388,,Sold,,,http://www.redfin.com/FL/Redington-Shores/128-Beach-Ave-33708/home/48187696,Stellar MLS,U8097346,N,Y,27.8286728,-82.8309175
PAST SALE,May-7-2021,Multi-Family (2-4 Unit),4530 DR Martin Luther King JR St N,ST PETERSBURG,FL,33703,310000,1,1.0,MONTICELLO PARK,1280,10568,1957,20,242,,Sold,,,http://www.redfin.com/FL/St-Petersburg/4530-Dr-M-L-K-Jr-St-N-33703/home/47884367,Stellar MLS,U8119585,N,Y,27.8132336,-82.6470993
PAST SALE,May-4-2021,Multi-Family (2-4 Unit),1347 9th Ave S,ST PETERSBURG,FL,33705,334000,5,3.0,GROVE HEIGHTS ANNEX,1902,5179,1927,23,176,,Sold,,,http://www.redfin.com/FL/St-Petersburg/1347-9th-Ave-S-33705/home/48127229,Stellar MLS,U8119230,N,Y,27.7616213,-82.6526168
PAST SALE,April-16-2021,Multi-Family (2-4 Unit),5101 9th Ave S,GULFPORT,FL,33707,309900,3,2.0,ARDMORE HEIGHTS,1612,6351,1947,41,192,,Sold,,,http://www.redfin.com/FL/Gulfport/5101-9th-Ave-S-33707/home/48153811,Stellar MLS,U8116314,N,Y,27.7616664,-82.7025537
PAST SALE,April-7-2021,Multi-Family (2-4 Unit),1212 22nd Ave S,ST PETERSBURG,FL,33705,318000,,,LAKE VISTA,2851,8616,1958,50,112,,Sold,,,http://www.redfin.com/FL/St-Petersburg/1212-22nd-Ave-S-33705/home/48242015,Stellar MLS,G5034347,N,Y,27.7481867,-82.6515935
PAST SALE,April-16-2021,Multi-Family (2-4 Unit),3697 50th Ave N,ST PETERSBURG,FL,33714,465000,5,4.0,LELLMAN HEIGHTS 1ST SEC,2380,5140,1949,41,195,,Sold,,,http://www.redfin.com/FL/St-Petersburg/3697-50th-Ave-N-33714/home/47900689,Stellar MLS,T3279484,N,Y,27.8175611,-82.6834093
PAST SALE,,Multi-Family (2-4 Unit),1007 Park St N,St. Petersburg,FL,33710,420000,,3.0,,4246,17999,1924,,99,,,,,http://www.redfin.com/FL/St-Petersburg/1007-Park-St-N-33710/home/48005893,,,N,Y,27.7820346,-82.7476818
PAST SALE,April-16-2021,Multi-Family (2-4 Unit),2523 18th Ave S,ST PETERSBURG,FL,33712,324900,6,3.0,BLACKBURNS W S SUB,1845,6464,1960,41,176,,Sold,,,http://www.redfin.com/FL/St-Petersburg/2523-18th-Ave-S-33712/home/48135683,Stellar MLS,U8114685,N,Y,27.752284,-82.667596
PAST SALE,April-8-2021,Multi-Family (2-4 Unit),145 17th Ave SE,ST PETERSBURG,FL,33701,680000,5,5.0,BAYBORO,2848,6874,1920,49,239,,Sold,,,http://www.redfin.com/FL/St-Petersburg/145-17th-Ave-SE-33701/home/48178558,Stellar MLS,U8113837,N,Y,27.75394,-82.633024
PAST SALE,April-15-2021,Multi-Family (2-4 Unit),2814 57th St S,GULFPORT,FL,33707,320000,2,2.0,BOCA CEIGA PARK,1064,4500,1957,42,301,,Sold,,,http://www.redfin.com/FL/Gulfport/2814-57th-St-S-33707/home/48210783,Stellar MLS,U8117478,N,Y,27.7417509,-82.7101112
PAST SALE,,Multi-Family (2-4 Unit),2835 6th Ave S,St. Petersburg,FL,33712,145000,,2.0,,1300,3737,1960,,112,,,,,http://www.redfin.com/FL/St-Petersburg/2835-6th-Ave-S-33712/home/48105009,,,N,Y,27.7652387,-82.6718559
PAST SALE,March-24-2021,Multi-Family (2-4 Unit),3572 Dahlia Pl,LARGO,FL,33771,275000,4,2.0,FLORAL GARDENS,1632,7876,1970,64,169,,Sold,,,http://www.redfin.com/FL/Largo/3572-Dahlia-Pl-33771/home/48233974,Stellar MLS,U8111620,N,Y,27.9117527,-82.7509322
PAST SALE,April-13-2021,Multi-Family (2-4 Unit),15045 Willow Way,CLEARWATER,FL,33760,282000,6,3.0,KENSINGTON PARK,2416,7518,1979,44,117,,Sold,,,http://www.redfin.com/FL/Clearwater/15045-Willow-Way-33760/home/48206857,Stellar MLS,U8111296,N,Y,27.909269,-82.7049737
PAST SALE,April-1-2021,Multi-Family (2-4 Unit),15397 Waverly St,CLEARWATER,FL,33760,255500,,,HIGH POINT,1772,7475,1978,56,144,,Sold,,,http://www.redfin.com/FL/Clearwater/15397-Waverly-St-33760/home/48206625,Stellar MLS,U8115195,N,Y,27.9121303,-82.7108764
PAST SALE,,Multi-Family (2-4 Unit),621 76th Ave,St Pete Beach,FL,33706,435000,,2.0,,936,5375,1959,,465,,,,,http://www.redfin.com/FL/St-Pete-Beach/621-76th-Ave-33706/home/48240969,,,N,Y,27.7422188,-82.753909
PAST SALE,March-15-2021,Multi-Family (2-4 Unit),11250 2nd St E,TREASURE ISLAND,FL,33706,620000,,,ISLE OF PALMS,1882,7350,1963,73,329,,Sold,,,http://www.redfin.com/FL/Treasure-Island/11250-2nd-St-E-33706/home/48103270,Stellar MLS,U8106673,N,Y,27.7741079,-82.7713081
PAST SALE,March-25-2021,Multi-Family (2-4 Unit),1031 15th St S,ST PETERSBURG,FL,33705,234600,4,2.0,COLUMBIA HEIGHTS 3,1606,4848,1948,63,146,,Sold,,,http://www.redfin.com/FL/St-Petersburg/1031-15th-St-S-33705/home/48126529,Stellar MLS,U8105371,N,Y,27.7599947,-82.6539354
PAST SALE,,Multi-Family (2-4 Unit),2311 8th Ave N,St. Petersburg,FL,33713,345000,,1.0,,941,6451,1941,,367,,,,,http://www.redfin.com/FL/St-Petersburg/2311-8th-Ave-N-33713/home/48015914,,,N,Y,27.7803377,-82.664779
PAST SALE,,Multi-Family (2-4 Unit),780 27th Ave N,St. Petersburg,FL,33704,340000,,2.0,,1116,6425,1949,,305,,,,,http://www.redfin.com/FL/St-Petersburg/780-27th-Ave-N-33704/home/47949692,,,N,Y,27.796388,-82.644364
PAST SALE,May-14-2021,Multi-Family (2-4 Unit),1064 11th Ave N,ST PETERSBURG,FL,33705,350000,3,2.0,HODGSON,920,6399,1920,13,380,,Sold,,,http://www.redfin.com/FL/St-Petersburg/1064-11th-Ave-N-33705/home/48006925,Stellar MLS,U8119135,N,Y,27.782844,-82.6493781
PAST SALE,April-7-2021,Multi-Family (2-4 Unit),13121 4th St E,MADEIRA BEACH,FL,33708,345000,2,2.0,PAGES REP OF MITCHELLS BEACH,911,4060,1945,50,379,,Sold,,,http://www.redfin.com/FL/Madeira-Beach/13121-4th-St-E-33708/home/48025992,Stellar MLS,U8113807,N,Y,27.7900429,-82.7833542
PAST SALE,March-8-2021,Multi-Family (2-4 Unit),3738 67th Ave N,PINELLAS PARK,FL,33781,249900,,,SUNSET VIEW,1536,6734,1982,80,163,,Sold,,,http://www.redfin.com/FL/Pinellas-Park/3738-67th-Ave-N-33781/home/48220286,Stellar MLS,U8111072,N,Y,27.8326284,-82.684331
PAST SALE,May-7-2021,Multi-Family (2-4 Unit),9305 5th St N,ST PETERSBURG,FL,33702,284900,4,2.0,BAYBRIDGE HEIGHTS,1348,5907,1971,20,211,,Sold,,,http://www.redfin.com/FL/St-Petersburg/9305-5th-St-N-33702/home/48065680,Stellar MLS,U8114932,N,Y,27.856875,-82.6406669
PAST SALE,April-27-2021,Multi-Family (2-4 Unit),7101 59th St N,PINELLAS PARK,FL,33781,250000,4,2.0,PINELLAS PARK,1200,7126,1953,30,208,,Sold,,,http://www.redfin.com/FL/Pinellas-Park/7101-59th-St-N-33781/home/48152972,Stellar MLS,U8117896,N,Y,27.8369321,-82.7140803
PAST SALE,April-9-2021,Multi-Family (2-4 Unit),5229 11th Ave S,GULFPORT,FL,33707,319000,3,2.0,GULF GROVE,1250,8307,1957,48,255,,Sold,,,http://www.redfin.com/FL/Gulfport/5229-11th-Ave-S-33707/home/48154522,Stellar MLS,T3279230,N,Y,27.7593634,-82.7049724
PAST SALE,March-16-2021,Multi-Family (2-4 Unit),7460 34th St N,PINELLAS PARK,FL,33781,255500,,,GANBRIDGE HUB,1242,5445,1972,72,206,,Sold,,,http://www.redfin.com/FL/Pinellas-Park/7460-34th-St-33781/home/48143241,Stellar MLS,U8111553,N,Y,27.8401601,-82.6799655
PAST SALE,,Multi-Family (2-4 Unit),350 80th Ave,St Pete Beach,FL,33706,430000,,3.0,,1742,6251,1948,,247,,,,,http://www.redfin.com/FL/St-Pete-Beach/350-80th-Ave-33706/home/48240851,,,N,Y,27.746525,-82.7524026
PAST SALE,May-18-2021,Multi-Family (2-4 Unit),935 21st Ave N,ST PETERSBURG,FL,33704,670000,4,3.0,BELLWOOD SUB REV,2132,6839,1926,9,314,,Sold,,,http://www.redfin.com/FL/St-Petersburg/935-21st-Ave-N-33704/home/48005578,Stellar MLS,U8110019,N,Y,27.7914048,-82.6476479
PAST SALE,April-30-2021,Multi-Family (2-4 Unit),349 78th Ave,ST PETE BEACH,FL,33706,674175,,,ST PETERSBURG BEACH REP,2256,6251,1946,27,299,,Sold,,,http://www.redfin.com/FL/St-Pete-Beach/349-78th-Ave-33706/home/48240995,Stellar MLS,U8091237,N,Y,27.7454277,-82.7516758
PAST SALE,March-16-2021,Multi-Family (2-4 Unit),15501 61st St N,CLEARWATER,FL,33760,390000,,,MUNDAYS ADD TO FOUR PINES,2512,16017,1956,72,155,,Sold,,,http://www.redfin.com/FL/Clearwater/15501-61st-St-N-33760/home/48198632,Stellar MLS,U8104105,N,Y,27.9134664,-82.7189287
PAST SALE,,Multi-Family (2-4 Unit),1817 Dr. M.L.K. Jr St S,St. Petersburg,FL,33705,219000,,4.0,,2520,6604,1949,,87,,,,,http://www.redfin.com/FL/St-Petersburg/1817-Dr-M-L-K-Jr-St-S-33705/home/48127058,,,N,Y,27.7515078,-82.6468039
PAST SALE,March-26-2021,Multi-Family (5+ Unit),944 15th Ave S,SAINT PETERSBURG,FL,33705,485000,12,8.0,ORANGEWOOD,3872,6782,1925,62,125,,Sold,,,http://www.redfin.com/FL/St-Petersburg/944-15th-Ave-S-33705/home/48127670,Stellar MLS,U8105630,N,Y,27.7551123,-82.6477745
PAST SALE,May-19-2021,Multi-Family (2-4 Unit),6835 48th Ave N,ST PETERSBURG,FL,33709,303500,4,2.0,AIRY ACRES 2,1352,6799,1972,8,224,,Sold,,,http://www.redfin.com/FL/St-Petersburg/6835-48th-Ave-N-33709/home/47933377,Stellar MLS,U8118387,N,Y,27.815741,-82.733319
PAST SALE,,Multi-Family (2-4 Unit),3635 135th Ave N,Largo,FL,33771,325000,,3.0,,2348,6882,1983,,138,,,,,http://www.redfin.com/FL/Largo/3635-135th-Ave-N-33771/home/47879705,,,N,Y,27.8958614,-82.7495585
PAST SALE,March-19-2021,Multi-Family (5+ Unit),712 7th St N,ST PETERSBURG,FL,33701,635000,,,KINYON & WOODS ADD,2751,7780,1925,69,231,,Sold,,,http://www.redfin.com/FL/St-Petersburg/712-7th-St-N-33701/home/48053726,Stellar MLS,U8112526,N,Y,27.7797155,-82.6427947
PAST SALE,March-15-2021,Multi-Family (2-4 Unit),14022 E Parsley Dr,MADEIRA BEACH,FL,33708,332000,,,GULF SHORES 6TH ADD REP,1516,7540,1948,73,219,,Sold,,,http://www.redfin.com/FL/Madeira-Beach/14022-E-Parsley-Dr-33708/home/47981319,Stellar MLS,T3289849,N,Y,27.797916,-82.7879994
PAST SALE,March-30-2021,Multi-Family (2-4 Unit),1830 48th St S,ST PETERSBURG,FL,33711,310000,7,3.0,BACK BAY MANOR,2272,17781,1936,58,136,,Sold,,,http://www.redfin.com/FL/St-Petersburg/1830-48th-St-S-33711/home/48153890,Stellar MLS,T3285787,N,Y,27.7513307,-82.69848
PAST SALE,,Multi-Family (2-4 Unit),1911 2nd Ave N,St. Petersburg,FL,33713,325000,,1.5,,1412,6351,1930,,230,,,,,http://www.redfin.com/FL/St-Petersburg/1911-2nd-Ave-N-33713/home/48115516,,,N,Y,27.7731214,-82.6592519
PAST SALE,,Multi-Family (2-4 Unit),2805 10th Ave N,St. Petersburg,FL,33713,170000,,2.0,,1132,6961,1941,,150,,,,,http://www.redfin.com/FL/St-Petersburg/2805-10th-Ave-N-33713/home/48016127,,,N,Y,27.7821943,-82.6714446
PAST SALE,,Multi-Family (2-4 Unit),5700 Dr M.L.K. Jr St N,St. Petersburg,FL,33703,40000,,2.0,,1272,5201,1950,,31,,,,,http://www.redfin.com/FL/St-Petersburg/5700-Dr-M-L-K-Jr-St-N-33703/home/48237853,,,N,Y,27.8240728,-82.6471415
PAST SALE,,Multi-Family (2-4 Unit),150 51st St N,St. Petersburg,FL,33710,219000,,2.0,,1074,8102,1954,,204,,,,,http://www.redfin.com/FL/St-Petersburg/150-51st-St-N-33710/home/48086520,,,N,Y,27.772502,-82.702637
PAST SALE,May-3-2021,Multi-Family (2-4 Unit),807 E Gulf Blvd,INDIAN ROCKS BEACH,FL,33785,630000,4,2.0,LA HACIENDA REP,1248,7183,1978,24,505,,Sold,,,http://www.redfin.com/FL/Indian-Rocks-Beach/807-E-Gulf-Blvd-33785/home/47994479,Stellar MLS,U8113142,N,Y,27.8901269,-82.8478443
PAST SALE,,Multi-Family (2-4 Unit),50 82nd Ave,Treasure Island,FL,33706,550000,,3.0,,1984,5001,1939,,277,,,,,http://www.redfin.com/FL/Treasure-Island/50-82nd-Ave-33706/home/48241237,,,N,Y,27.7460593,-82.7593862
PAST SALE,May-20-2021,Multi-Family (2-4 Unit),13454 1st St E,MADEIRA BEACH,FL,33708,505000,4,2.0,MITCHELLS BEACH REV,1352,6090,1966,7,374,,Sold,,,http://www.redfin.com/FL/Madeira-Beach/13454-1st-St-E-33708/home/48025827,Stellar MLS,U8121492,N,Y,27.791449,-82.788169
PAST SALE,,Multi-Family (2-4 Unit),3074 Pine Tree Ave,Largo,FL,33771,306500,,2.0,,1820,8281,1973,,168,,,,,http://www.redfin.com/FL/Largo/3074-Pine-Tree-Ave-33771/home/48234451,,,N,Y,27.9115932,-82.755489
PAST SALE,,Multi-Family (2-4 Unit),6016 Dr M.L.K. Jr St N,St. Petersburg,FL,33703,213000,,2.0,,1776,9370,1956,,120,,,,,http://www.redfin.com/FL/St-Petersburg/6016-Dr-M-L-K-Jr-St-N-33703/home/48238171,,,N,Y,27.826717,-82.647215
PAST SALE,April-8-2021,Multi-Family (2-4 Unit),10436 106th Ave,LARGO,FL,33773,375000,,,SEMINOLE PARK MANOR,2624,15891,1955,49,143,,Sold,,,http://www.redfin.com/FL/Largo/10436-106th-Ave-N-33773/home/48024361,Stellar MLS,U8108081,N,Y,27.8688166,-82.7834187
PAST SALE,April-30-2021,Multi-Family (2-4 Unit),8740 5th St N,ST PETERSBURG,FL,33702,296500,4,2.0,KELLY JOHN ALEX-BRUCE SUB,1298,6155,1970,27,228,,Sold,,,http://www.redfin.com/FL/St-Petersburg/8740-5th-St-N-33702/home/48066443,Stellar MLS,U8112370,N,Y,27.8522572,-82.6409905
PAST SALE,,Multi-Family (2-4 Unit),335 20th Ave S,St. Petersburg,FL,33705,275000,,2.0,,1444,6865,1949,,190,,,,,http://www.redfin.com/FL/St-Petersburg/335-20th-Ave-S-33705/home/48179389,,,N,Y,27.7507453,-82.6377111
PAST SALE,May-18-2021,Multi-Family (2-4 Unit),2144 Salem Ave N,ST PETERSBURG,FL,33714,87750,,,HARRIS SCHOOL SUB 1,1116,4099,1935,9,79,,Sold,,,http://www.redfin.com/FL/St-Petersburg/2144-Salem-Ave-N-33714/home/47884011,Stellar MLS,J928387,N,Y,27.8129511,-82.662332
PAST SALE,April-1-2021,Multi-Family (2-4 Unit),7391 34th St N #7391,PINELLAS PARK,FL,33781,228000,4,2.0,E 120FT OF W 150FT OF S 63.5FT OF N 230.83FT OF SW,1296,7614,1981,56,176,,Sold,,,http://www.redfin.com/FL/Pinellas-Park/7391-34th-St-N-33781/unit-7391/home/174220631,Stellar MLS,U8110500,N,Y,27.83872,-82.6794029
PAST SALE,April-30-2021,Multi-Family (2-4 Unit),117 94th Ave,TREASURE ISLAND,FL,33706,500000,3,2.0,HARRELLS ADDIE B SUB,935,2884,1940,27,535,,Sold,,,http://www.redfin.com/FL/Treasure-Island/117-94th-Ave-33706/home/48124293,Stellar MLS,T3281039,N,Y,27.7548784,-82.7628519
PAST SALE,May-21-2021,Multi-Family (2-4 Unit),4343 4th Ave S Unit B,ST PETERSBURG,FL,33711,282500,4,2.0,HALLS CENTRAL AVE 3,2101,6338,1951,6,134,,Sold,,,http://www.redfin.com/FL/St-Petersburg/4343-4th-Ave-S-33711/unit-B/home/48085437,Stellar MLS,U8116950,N,Y,27.7676409,-82.6925875
PAST SALE,March-7-2021,Multi-Family (2-4 Unit),11430 3rd St E,TREASURE ISLAND,FL,33706,634000,,,ISLE OF PALMS,2244,5741,1966,81,283,,Sold,,,http://www.redfin.com/FL/Treasure-Island/11430-3rd-St-E-33706/home/48103299,Stellar MLS,U8109728,N,Y,27.775401,-82.771645
PAST SALE,March-26-2021,Multi-Family (2-4 Unit),6002 72nd Ave N,PINELLAS PARK,FL,33781,232000,4,2.0,PINELLAS PARK,1154,9261,1949,62,201,,Sold,,,http://www.redfin.com/FL/Pinellas-Park/6002-72nd-Ave-N-33781/home/48152962,Stellar MLS,U8095310,N,Y,27.8378529,-82.7159304
